dimension;method;time;cost;boundary_set_size;exploded_nodes
10;heuristic_border_colors;3.5875826070005132;14;37934;25141
10;heuristic_border_colors;3.608207245997619;14;37934;25141
10;heuristic_border_colors;3.6648304449990974;14;37934;25141
10;heuristic_border_colors;3.687443650000205;14;37934;25141
10;heuristic_border_colors;3.655281172999821;14;37934;25141
10;heuristic_border_colors;3.6678422479999426;14;37934;25141
10;heuristic_border_colors;3.544249132999539;14;37934;25141
10;heuristic_border_colors;3.5527550259976124;14;37934;25141
10;heuristic_border_colors;3.5719706950003456;14;37934;25141
10;heuristic_border_colors;3.583401727999444;14;37934;25141
10;heuristic_grid_remaining_colors;0.8263411919979262;14;8608;4625
10;heuristic_grid_remaining_colors;0.8231823360001727;14;8608;4625
10;heuristic_grid_remaining_colors;0.8286610089999158;14;8608;4625
10;heuristic_grid_remaining_colors;0.82183763699868;14;8608;4625
10;heuristic_grid_remaining_colors;0.8226128579990473;14;8608;4625
10;heuristic_grid_remaining_colors;0.8352213329999358;14;8608;4625
10;heuristic_grid_remaining_colors;0.832640670996625;14;8608;4625
10;heuristic_grid_remaining_colors;0.8664305420024903;14;8608;4625
10;heuristic_grid_remaining_colors;0.8026329999993322;14;8608;4625
10;heuristic_grid_remaining_colors;0.816408765000233;14;8608;4625
10;heuristic_cells_pending_per_color_remaining;0.43123664400263806;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.43257023399928585;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.44712121799966553;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.42700649600010365;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.4514757489996555;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.4225866050001059;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.4271612649972667;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.4513234170008218;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.5435123600000225;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.5182418650001637;17;3129;2717
